Date,Open,High,Low,Adj Close,Volume
2020-01-02 00:00:00+07:00,6695.0,6780.0,6680.0,6322.23828125,49445000
2020-01-03 00:00:00+07:00,6750.0,6800.0,6725.0,6426.19140625,47755500
2020-01-06 00:00:00+07:00,6720.0,6750.0,6690.0,6364.76416015625,27300000
2020-01-07 00:00:00+07:00,6735.0,6770.0,6730.0,6369.48974609375,45022500
2020-01-08 00:00:00+07:00,6670.0,6745.0,6670.0,6312.7880859375,53692500
2020-01-09 00:00:00+07:00,6740.0,6755.0,6730.0,6369.48974609375,40363500
2020-01-10 00:00:00+07:00,6765.0,6825.0,6710.0,6355.31396484375,73362000
2020-01-13 00:00:00+07:00,6740.0,6760.0,6735.0,6374.21484375,67855000
2020-01-14 00:00:00+07:00,6745.0,6885.0,6740.0,6492.34375,93582000
2020-01-15 00:00:00+07:00,6870.0,7060.0,6800.0,6459.267578125,75623500
2020-01-16 00:00:00+07:00,6805.0,6890.0,6795.0,6473.44287109375,88931500
2020-01-17 00:00:00+07:00,6840.0,6890.0,6800.0,6497.06884765625,38249500
2020-01-20 00:00:00+07:00,6950.0,6975.0,6830.0,6459.267578125,93554500
2020-01-21 00:00:00+07:00,6885.0,6895.0,6825.0,6454.54248046875,103984500
2020-01-22 00:00:00+07:00,6855.0,6895.0,6835.0,6463.99267578125,94311500
2020-01-23 00:00:00+07:00,6885.0,6895.0,6830.0,6463.99267578125,87728000
2020-01-24 00:00:00+07:00,6820.0,6880.0,6810.0,6435.64208984375,69653500
2020-01-27 00:00:00+07:00,6865.0,6940.0,6815.0,6463.99267578125,39679000
2020-01-28 00:00:00+07:00,6835.0,6845.0,6755.0,6416.74072265625,82615000
2020-01-29 00:00:00+07:00,6800.0,6845.0,6770.0,6412.015625,43821000
2020-01-30 00:00:00+07:00,6845.0,6845.0,6730.0,6369.48974609375,71990000
2020-01-31 00:00:00+07:00,6800.0,6805.0,6480.0,6123.78271484375,163136500
2020-02-03 00:00:00+07:00,6480.0,6585.0,6370.0,6085.9814453125,149797000
2020-02-04 00:00:00+07:00,6570.0,6620.0,6520.0,6237.18603515625,113316500
2020-02-05 00:00:00+07:00,6780.0,6780.0,6650.0,6360.0400390625,123002500
2020-02-06 00:00:00+07:00,6740.0,6780.0,6680.0,6369.48974609375,154693500
2020-02-07 00:00:00+07:00,6710.0,6780.0,6705.0,6388.39013671875,82609000
2020-02-10 00:00:00+07:00,6760.0,6785.0,6630.0,6412.015625,66578500
2020-02-11 00:00:00+07:00,6785.0,6785.0,6745.0,6407.291015625,77526500
2020-02-12 00:00:00+07:00,6800.0,6800.0,6760.0,6426.19140625,69971500
2020-02-13 00:00:00+07:00,6820.0,6820.0,6740.0,6416.74072265625,49737000
2020-02-14 00:00:00+07:00,6780.0,6795.0,6675.0,6312.7880859375,147028500
2020-02-17 00:00:00+07:00,6680.0,6750.0,6680.0,6350.5888671875,115319000
2020-02-18 00:00:00+07:00,6685.0,6720.0,6670.0,6326.9638671875,98436500
2020-02-19 00:00:00+07:00,6665.0,6760.0,6665.0,6326.9638671875,74594000
2020-02-20 00:00:00+07:00,6690.0,6695.0,6565.0,6232.4609375,136724500
2020-02-21 00:00:00+07:00,6600.0,6660.0,6595.0,6251.361328125,98261000
2020-02-24 00:00:00+07:00,6565.0,6600.0,6510.0,6166.30908203125,84910000
2020-02-25 00:00:00+07:00,6550.0,6560.0,6510.0,6171.0341796875,86446500
2020-02-26 00:00:00+07:00,6500.0,6535.0,6420.0,6067.0810546875,92824500
2020-02-27 00:00:00+07:00,6470.0,6475.0,6200.0,5944.22705078125,129254500
2020-02-28 00:00:00+07:00,6200.0,6290.0,6035.0,5944.22705078125,169946500
2020-03-02 00:00:00+07:00,6290.0,6290.0,6035.0,5745.771484375,144871500
2020-03-03 00:00:00+07:00,6200.0,6350.0,6200.0,5972.57861328125,114663500
2020-03-04 00:00:00+07:00,6315.0,6500.0,6260.0,6085.9814453125,83025000
2020-03-05 00:00:00+07:00,6540.0,6540.0,6340.0,6081.2568359375,77583000
2020-03-06 00:00:00+07:00,6350.0,6350.0,6200.0,5859.17431640625,77835500
2020-03-09 00:00:00+07:00,6000.0,6040.0,5785.0,5466.98779296875,140889500
2020-03-10 00:00:00+07:00,5840.0,6010.0,5840.0,5599.2919921875,133667000
2020-03-11 00:00:00+07:00,5950.0,5980.0,5790.0,5528.4150390625,93204500
2020-03-12 00:00:00+07:00,5600.0,5640.0,5460.0,5254.3564453125,129845500
2020-03-13 00:00:00+07:00,5560.0,5560.0,5560.0,5254.3564453125,0
